Produto;Quantidade;Unitario;Total;Venda Ano;Loja;Cidade
 Kit Aneethun Age System (4 Produtos) ;1;202.7;202.7;67.57;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Kera System Kit Proteção Regeneradora ( 3 Itens) ;0;342.93;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Kit Linha A Completo 4 Itens ;0;209.99;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Modelador De Cachos Kinoa System 250g Aneenthun ;2;60.0;120.0;120.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Kit Anti Frizz Sh+más+thermal Aneethun Liss Lançamento ;0;168.9;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Style Pasta Sculp 65gr ;2;63.33;126.66;21.11;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Linha A Kit Hidratação Intensa - 3 Produtos ;0;411.8;0.0;0.0;https://perfil.mercadolivre.com.br/COSMETICOSHAIRNET;Belo Horizonte, Minas Gerais.
 Kit Hidratação Imediata Aneethun Profissional ;0;361.5;0.0;0.0;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Age Shampoo Cream 1000ml ;1;134.93;134.93;67.47;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Queen Restauração Profissional (5 Produtos) ;0;419.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Booster Aminoplex Revive - Aneethun 300ml ;3;190.01;570.03;190.01;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Force System Dose Concentrada 3x25g ;0;94.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Máscara Force Fortalecedor System 1l Profissional Aneethun ;0;138.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Óleo De Tratamento Aneethun Queen - 72ml ;1;103.9;103.9;25.98;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Aneethun Kinoa System Kit Shampoo 300ml E Bálsamo 250g ;8;105.0;840.0;84.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Máscara Aneethun Queen Reconstrução Capilar 990ml!!! ;15;169.9;2548.5;509.7;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Queen Aneethun Linha Profissional ( 3 Itens ) ;0;420.0;0.0;0.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 2 Cr Alisante Suave+1 Loção Neutralizante Wellastrate Wella ;9;159.5;1435.5;358.88;https://perfil.mercadolivre.com.br/ACEM2014;São Paulo, São Paulo.
 Aneethun Queen - Bbqueen 140ml ;1;94.9;94.9;11.86;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Mascara Protetora Revive 250g ;0;49.9;0.0;0.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Aneethun Shampoo E Recondicionador Kera System 2x1000ml ;1;256.95;256.95;85.65;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Aneethun Queen Shampoo+ Máscara+ Oil Treatment ;0;246.0;0.0;0.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Kit Home Care Detox Capilar Aneethun Shampoo Loção E Balsam ;1;144.0;144.0;24.0;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Revive System Shampoo Antioxidante 1litro ;4;119.9;479.6;79.93;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Kit Age System Plástica Capilar Aneethun ;0;192.53;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Kera System Shampoo+reconstrutor+recondicionador ;0;321.0;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Linha A Spray Multibenefícios Termo Protetor 150ml ;7;49.9;349.3;87.33;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Aneethun Style Pomada Fiber Fixação Extra Forte 65 G Barato ;0;73.6;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Recondicionador Instantaneo Kera System N3 250gr ;1;56.0;56.0;14.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Kera System Shampoo 300 Ml Barato ;0;54.0;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Shampoo E Bálsamo Kit Aneethun Detox System Promoção ;0;124.8;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Kera - Reestruturador Instantâneo 500ml ;0;91.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Aneethun Definidores/fixadores De Cachos Therapy ;0;103.9;0.0;0.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Máscara Aneethun Cachos Therapy 450g ;1;78.9;78.9;19.73;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Shampoo + Mascara Kinoa Regeneração Nutritiva Aneethu ;0;242.98;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Kit Completo Profissional Linha A (4 Produtos) Aneethun ;0;224.9;0.0;0.0;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Aneethun Linha A Creme Silicone Tutano E Queratina 1litro. ;71;162.0;11502.0;1150.2;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Máscara Capilar Linha A 500g - Frete Grátis ;0;120.0;0.0;0.0;https://perfil.mercadolivre.com.br/SAMUELSPERANDIO;Blumenau, Santa Catarina.
 Kit Aneethun Age System (4 Produtos) ;1;181.4;181.4;60.47;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Force Dose Concentrada Força E Crescimento 25g ;0;39.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Kit Revive System Revitalização Da Cor Aneethun ;3;189.89;569.67;113.93;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Aneethun Elixir Remineralizante Condicionador 500ml ;1;85.6;85.6;12.23;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Linha A Kit Shampoo 1l, Máscara 1kg E Spray 150ml ;1;335.0;335.0;33.5;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kit Aneethun Cachos Shampoo230ml Máscara 450gr Up Curly250g ;0;281.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Aneethun Kinoa Shampoo 1l + Máscara Hidratante 1kg ;1;257.9;257.9;64.47;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Kit Cronograma E Shampoo Purificante 990ml ;0;333.0;0.0;0.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kit Linha A Shampoo 1l + Creme Silicone + Máscara Aneethun ;1;390.0;390.0;65.0;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Kit Queen - Máscara 990ml + Shampoo 990ml ;0;299.0;0.0;0.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Kera - Recondicionador + Finalizador - Aneethun ;0;112.8;0.0;0.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Liss Máscara Disciplinante Antifrizz 1 Litro ;3;156.45;469.35;156.45;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Queen - Shampoo 990 Ml + Bbqueen 140ml ;0;235.0;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Máscara Hidratante Aneethun Kinoa Force Lizz 1kg ;38;149.9;5696.2;1139.24;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 2 Cr Alisante Intenso +1 Loção Neutralizante Wellastrate ;0;159.5;0.0;0.0;https://perfil.mercadolivre.com.br/ACEM2014;São Paulo, São Paulo.
 Kit Age System - Shampoo 1l + Finalizador 250g ;0;162.29;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Neutralizante Alisamento Intenso Flex Lizz 500ml ;3;69.9;209.7;52.42;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Neutralizante Alisamento Intenso Flex Lizz 500ml ;0;69.81;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Creme Siliconado Aneethun Linha A - Black Friday ;29;60.0;1740.0;248.57;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Blond System Máscara Matizante 1000ml ;0;155.95;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Liss System - 3 Produtos ;0;223.58;0.0;0.0;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Aneethun Detox Refresh Shampoo300ml Cab. Oleosos Limpeza Ene ;4;50.8;203.2;50.8;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Linha A - Shampoo1l/mascara1k/spray Multifuções ;0;294.0;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Queen Majestic - Kit Shampoo+mascara+óleo+bb ;0;347.17;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Creme De Alisamento Intenso Flex Lizz 250g ;1;75.0;75.0;10.71;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Aneethun Queen Shampoo 990ml + Mascára 990ml ;0;292.95;0.0;0.0;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Shampoo Disciplinante Aneethun Liss System 300ml ;4;62.9;251.6;62.9;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Cauterização-hábito Cosméticos-amansa Cabelo-hidratação ;0;400.0;0.0;0.0;https://perfil.mercadolivre.com.br/BITTES+COSM%C3%89TICOS-4;Belo Horizonte, Minas Gerais.
 Kit Reconstrução-hábito Cosméticos-amansa Cabelo-cauteriza ;0;398.0;0.0;0.0;https://perfil.mercadolivre.com.br/BITTES+COSM%C3%89TICOS-4;Belo Horizonte, Minas Gerais.
 Kit Blond System Matização Intensa 2 Produtos Aneethun Litro ;1;269.0;269.0;44.83;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Kit Aneethun Definidores/fixadores De Cachos Therapy ;0;120.0;0.0;0.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Style Professional - Cera Texturizadora 65g ;6;83.9;503.4;125.85;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Aneethun Profissional (másc+shampoo+cond) ;0;169.9;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Kit Blond System Matização Intensa Aneethun (3 Produtos) ;0;156.9;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Pomada Modeladora Aneethum Style Pronta Entrega !!!! ;1;65.0;65.0;6.5;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Linha A - Kit Hidratação Imediata (3 Produtos) ;0;369.9;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Aneethun Creme De Silicone Com Tutano E Queratina - 250ml ;6;48.5;291.0;41.57;https://perfil.mercadolivre.com.br/LOJA+CHARME;Nhandeara, São Paulo.
 Kit 3 Produtos Aneethun Todos Home Care ;0;154.0;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Linha A Shampoo 1l + Máscara 1kg Aneethun ;0;266.8;0.0;0.0;https://perfil.mercadolivre.com.br/COSMETICOSHAIRNET;Belo Horizonte, Minas Gerais.
 Aneethun Fluido Ativador Kinoa Force Lizz 500ml ;1;142.79;142.79;47.6;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Aneethun Force Shampoo Fortalecedor 300ml + Máscara 250g ;0;100.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Aneethun Mascara Regeneradora Age System 250gr N3 Cabelos En ;17;52.2;887.4;221.85;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Kit Force 2 Dose Concentrada Força+crescimento 25g ;0;69.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit Aneethun Kinoa Lizz ;0;164.99;0.0;0.0;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Shampoo Revive - Cabelos Coloridos - Aneethun ;2;58.0;116.0;16.57;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Aneethun Age System Shampoo 300ml E Mascara Blond 250 Ml ;0;123.9;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit 2 Cr Alisante Intenso+2 Loção Neutralizante Wellastrate ;0;219.0;0.0;0.0;https://perfil.mercadolivre.com.br/ACEM2014;São Paulo, São Paulo.
 Defrizante Aneethun Efeito Liso Nano System 250g ;8;62.9;503.2;125.8;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Aneethun - Kit Antiqueda + Shampoo E Máscara Linha A 1l. ;0;580.1;0.0;0.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Aneethun Liss System Shampoo, Mascara E Spray Thermal ;1;304.9;304.9;50.82;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Kit Age System - Máscara 1l + Finalizador 250g ;0;181.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Liss Máscara Disciplinante Antifrizz 1 Litro ;0;156.45;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Kinoa Lizz Gel Nutritivo Phase 2 - 500ml ;13;138.9;1805.7;361.14;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Aneethun Máscara Queen Treatment 990ml ;0;162.35;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Mascara Protetora Revive System 250gr N 3 Proteção ;4;52.2;208.8;52.2;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Aneethun Queen ( 4 Produtos) ;0;335.35;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Linha A Shampoo 1000ml + Mascara 1kg ;0;266.8;0.0;0.0;https://perfil.mercadolivre.com.br/COSM%C3%89TICOS+BRASIL;Belo Horizonte, Minas Gerais.
 Aneethun Shampoo Antiquebra Remineralizante 230ml Estruturan ;1;63.79;63.79;15.95;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Kit Cronograma Antiquebra Barato ;0;185.9;0.0;0.0;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Kit Aneethun Shampoo Kinoa 1l + Máscara 1kg + Modelador 250g ;1;304.9;304.9;25.41;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit Aneethun Queen Majestic - Kit Completo 4 Produtos ;0;347.17;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Profissional Linha A Máscara+shampoo+condiciona ;0;178.56;0.0;0.0;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Blond Revive Pó Descolorante + Oxigenada 30vol ;7;209.9;1469.3;293.86;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Revive System Aneethun Cliente Shampoo Mascara Finalizad ;0;195.22;0.0;0.0;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Aneethun Blond System Shampoo Silver E Máscara Promoção ;0;128.8;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Style Professional Pasta Sculp Ultra Forte - 65g ;1;67.59;67.59;16.9;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Aneethun Kit Revive System 2 Produtos Shampoo E Mascara ;0;105.0;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Shampoo + Máscara + Fluido Age System Litro Aneethun ;1;315.21;315.21;315.21;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Completo Aneethun Queen Restauração Capilar (5 Produtos) ;0;589.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Kit Aneethun Revive System Shampoo E Máscara Litro Promoção ;0;272.0;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Kera - Finalizador Termoativado 250g ;0;50.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Shampoo 300ml E Bálsamo 250 Ml Kit Aneethun Detox System ;0;120.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Age System - Máscara Regeneradora 250g ;1;51.19;51.19;6.4;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Detox System Capilar Aneethun Shampoo E Bálsamo ;0;120.0;0.0;0.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Detox System Shampoo E Bálsamo Kit 2 Produtos ;0;108.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Kinoa - Máscara 250g ;1;51.99;51.99;6.5;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kit Sh + Másc Blond System Matização Intensa 1l ;0;248.9;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Aneethun Shampoo Silicone 1l+mascara 1kg E Spray Multibenefi ;1;321.0;321.0;321.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Aneethun Linha A Kit Shampoo 1l, Creme 1l E Máscara 1kg ;0;329.99;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Kit Aneethun Kinoa Shampoo 300ml Mascara 250ml E Gel 500ml ;0;221.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Fluid Defense Annethun Age System ;1;53.0;53.0;7.57;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Completo Profissional Linha A (4 Produtos) Aneethun ;0;224.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Kera - Recondicionador Instantâneo 250g ;0;51.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Aneethun Queen Restauração Profissional (5 Produtos) ;0;419.0;0.0;0.0;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Kera System Shampoo /recondicionador E Finalizador Aneethun ;0;154.2;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kinoa - Modelador De Cachos 250g ;1;49.99;49.99;6.25;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Finalizador Fotalecedor Force System Aneethun 250g ;0;54.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Aneethun Kit Force Sh 300ml + Másc + Finalizador + 3 Dose ;0;239.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Revive System Shampoo Antioxidante 1l ;0;136.7;0.0;0.0;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Finalizador Fotalecedor Force System Aneethun 250g ;0;54.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kinoa - Finalizador Termoativado 250g ;0;49.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Force Sh 300ml + Máscara + Finalizador + Dose Aneethun ;0;179.9;0.0;0.0;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Aneethun Flex Liss Kit Alisamento ;0;164.05;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Balsamo Kinoa Lizz Condi. 250gr Cab. Com Química ;1;59.9;59.9;14.97;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Kit Shampoo 1l, Creme 1l E Spray Mult. 150ml ;0;341.0;0.0;0.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Balsamo Aneethun Kinoa Lizz 250g ;2;63.9;127.8;31.95;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Aneethun Máscara Antiquebra ;0;99.9;0.0;0.0;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Kit 03 Itens Age System ;0;154.0;0.0;0.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Vitalessence Combate A Queda - Kit Shampoo E Serum - 2 Kits ;1;119.99;119.99;17.14;https://perfil.mercadolivre.com.br/LIFENATURECOSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Age System Shampoo + Mascara + Finalizador ;0;144.85;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Nano System - Shampoo 300ml ;1;47.99;47.99;6.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Aneethun Kinoa Force Lizz Profissional ;0;561.06;0.0;0.0;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Liss System Kit Shampoo E Máscara Disciplinante ;0;124.8;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Queda Capilar Anti Queda Aneethun Oferta Imperdível. ;1;229.9;229.9;32.84;https://perfil.mercadolivre.com.br/BENEHAIRCOSM%C3%89TICO+MODA;São Paulo, São Paulo.
 Kit Aneethun Revive System Shampoo E Máscara 1 Litro ;0;261.6;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Style Spray Fixador 400 Ml Barato ;0;97.7;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Kera Shampoo Antiresíduo 1000ml ;1;122.01;122.01;40.67;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Linha A Shampoo + Máscara + Spray + Creme Silicone ;0;214.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Shampoo Liss - Liso Duradouro - Aneethun ;1;53.0;53.0;7.57;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Linha A Hidratação Profunda Kit 4 Produtos ;0;194.0;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Aneethun Blond System Matização Intensa Shampoo + Máscar ;0;108.89;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Linha A Creme Silicone Tutano E Queratina 1litro - Aneethun ;1;157.0;157.0;15.7;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Liss System Máscara Disciplinante + Shampoo Litro ;0;257.9;0.0;0.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Anti Queda Aneethun Oferta Imperdível. ;2;225.99;451.98;64.57;https://perfil.mercadolivre.com.br/BENEHAIRCOSM%C3%89TICO+MODA;São Paulo, São Paulo.
 Aneethun Blond System Shampoo Matizador 1 Litro ;0;142.9;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Aneethun Cachos Therapy - Shampoo/máscara/condicionador ;0;207.9;0.0;0.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Kit Aneethun Cachos Therapy - Shampoo Máscara Up Curly ;1;189.99;189.99;31.67;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Kit Force 2 Dose Concentrada Força+crescimento 25g ;0;74.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
