Produto;Quantidade;Unitario;Total;Venda Ano;Loja;Cidade
 Aneethun Cronograma Antiquebra + Spray Antiquebra Selante ;2;217.6;435.2;39.56;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Aneethun Linha A: Shampoo + Creme De Silicone + Máscara ;5;169.9;849.5;84.95;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Kera System Profissional - Aneethum Alto Impacto ;2;409.99;819.98;273.33;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Kit Aneethun Cachos Therapy - Shampoo Máscara Up Curly ;2;191.9;383.8;47.98;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Liss Máscara Disciplinante Antifrizz 1 Litro ;6;119.9;719.4;719.4;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Anti Quebra Kit Shampoo, Máscara E Spray Selante ;3;184.0;552.0;50.18;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Age System - Máscara Regeneradora 1l ;2;115.48;230.96;28.87;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kit Aminoplex Shampoo+mascara - Barato ;2;165.5;331.0;110.33;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Kit Age Profissional + Finalizador ;2;426.75;853.5;213.38;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Queen - Geléia Real 480ml ;4;111.9;447.6;55.95;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Geleia Real + Shampoo Queen + Mascara 990ml Aneethun ;3;398.9;1196.7;199.45;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Aneethun Kinoa Kit Shampoo 1l + Máscara Hidratante 1kg ;8;259.0;2072.0;345.33;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Kit Aneethun Cachos Therapy - 02 Produtos ;2;170.38;340.76;340.76;https://perfil.mercadolivre.com.br/COSMETICOSHAIRNET;Belo Horizonte, Minas Gerais.
 Kit 3 Produtos Aneethun Todos Home Care ;6;154.0;924.0;154.0;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Blond System Shampoo Matizador 1 Litro Profissional ;9;119.9;1079.1;134.89;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Kit Cronograma Capilar Antiquebra Imediato+brinde ;4;187.9;751.6;250.53;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Revive System Proteção Da Cor Kit 4 Produtos ;1;186.4;186.4;46.6;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Pomada Fiber Style Profiss. 65gr Extra Forte, Brilh ;62;66.0;4092.0;1023.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Kit Completo Kinoa - ( 4 Produtos ) ;2;180.48;360.96;60.16;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Aneethun Blond Shampoo 300ml E Masc. 250gr Desamarelador ;5;104.99;524.95;524.95;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Kit Cronogra + Spray, Máscara E Shampoo Anti Quebra ;9;339.99;3059.91;1019.97;https://perfil.mercadolivre.com.br/ETERNIA+COSM%C3%89TICOS;Nova Iguaçu, Rio de Janeiro.
 Kit Desamarelador Aneethun Blond System + Máscara Linha A ;2;176.9;353.8;353.8;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Liss System ( 3 Produtos) ;12;171.95;2063.4;687.8;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Kera Kit Reconstrutor 500 Ml + Condicionador 1 L ;9;255.85;2302.65;575.66;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 2 Shampoo Linha A E 2 Mascara A De 500ml Aneethun ;20;201.0;4020.0;670.0;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Kinoa Lizz Kit Shampoo Máscara Modelador Cachos ;1;158.9;158.9;79.45;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Kinoa Systen Kit Shampoo Máscara Modelador Cachos ;1;152.8;152.8;38.2;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Pomada Fiber Exta Forte + Cera Efeito Seco Aneethun 65g ;5;140.0;700.0;70.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Shampoo Queen 990ml +mascara 990ml Aneethun Profissional ;2;269.9;539.8;67.47;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Mascara Capilar Aneethun Linha A 500g ;6;63.8;382.8;29.45;https://perfil.mercadolivre.com.br/AGROTUDO;Américo Brasiliense, São Paulo.
 Kit Completo Aneethun Linha A Hidratação Imediata ;1;499.0;499.0;49.9;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Age System Plastica Capilar Cliente 2 ;2;139.99;279.98;93.33;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Cachos Therapy Up Curly 250gr Definição De Cachos ;13;63.7;828.1;207.03;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Detox System - Aneethun ;2;129.99;259.98;86.66;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Kit Tratamento Cauterização Aneethun Kera System 3 Passos ;3;251.0;753.0;125.5;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Kit Aneethun Age System Sh 1 L,elixir 500ml E Másc.1l Secos ;62;346.5;21483.0;5370.75;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Queen Reconstrução Capilar Kit 5 +nota +brinde ;3;598.9;1796.7;598.9;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Máscara Hidrat. Kinoa Lizz 250gr Cab. Com Quimica P ;30;59.9;1797.0;449.25;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Shampoo Silicone Aneethun Linha A Profissional 3 Unidades ;2;126.0;252.0;252.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Linha A Aneethun Shampoo Máscara Spray Creme Silicone ;7;209.9;1469.3;1469.3;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Kera System Shampoo & Recondicionador ;43;112.8;4850.4;692.91;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit De Tratamento Intensivo Para Cabelos Cacheados Aneethun ;1;298.0;298.0;29.8;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Lumière Serum - Style Profissional - Aneethun ;6;69.4;416.4;59.49;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Liss System ( 3 Produtos) ;2;159.9;319.8;159.9;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Aneethun Revive System ( 3 Produtos) ;1;159.0;159.0;79.5;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Reestruturador Instantâneo Kera System Aneethun Queratina ;4;100.62;402.48;402.48;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Blond System - Kit Vitalização Desamareladora ;2;189.98;379.96;379.96;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Máscara Hidratante Aneethun Kinoa Lizz Phase 4 1kg ;8;119.9;959.2;239.8;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Kit Cachos Co-wash + Shampoo + 2x Up Curly - Aneethun ;1;257.0;257.0;36.71;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Blond System Máscara Matizadora 1 Litro ;49;161.89;7932.61;1983.15;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Kit Aneethun Linha A: Creme De Silicone + Máscara + Shampoo ;4;169.0;676.0;67.6;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Kit Kera System Cauterização De Auto Impacto ;1;144.21;144.21;144.21;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Blond - Máscara Cinza 250g ;4;54.99;219.96;27.5;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kera System Cauterização Kit 3 Produtos ;2;177.45;354.9;88.72;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Aneethun Blond System Shampoo Matizador 1 Litro ;11;155.41;1709.51;427.38;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Linha A Creme De Silicone Capilar 1l Ph 4,0 ;5;119.0;595.0;59.5;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Queen - Geléia Real 480ml + Bbqueen 140ml ;1;222.9;222.9;27.86;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Spray Selante Anti Quebra 130ml - Aneethun Therapy ;2;57.0;114.0;28.5;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Shampoo Reestruturante Kera System N1 300ml ;30;44.5;1335.0;333.75;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Age Máscara 1 Litro ;32;154.09;4930.88;1232.72;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Mascara Kinoa Lizz 1kg Phase 4 ;3;141.45;424.35;141.45;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Blond System Matização Intensa Aneethun (3 Produtos) ;2;156.9;313.8;313.8;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Com 3 Produtos Restauração Capilar Aneethun Queen 240ml ;1;240.0;240.0;24.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Shampoo + Máscara Liss System Aneethun 1l ;5;257.25;1286.25;428.75;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Kit Aneethun Kera System Cauterização De Auto Impacto ;17;149.99;2549.83;849.94;https://perfil.mercadolivre.com.br/ETERNIA+COSM%C3%89TICOS;Nova Iguaçu, Rio de Janeiro.
 Matizador Aneethun Shampoo 300ml E Mascara 250gr ;7;115.5;808.5;73.5;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Kit Force Shampoo 300ml + Máscara + Finalizador ;2;159.9;319.8;53.3;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Finalizador Fotalecedor Force System Aneethun 250g ;2;54.9;109.8;18.3;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Oil Treatment Aneethun Queen 72ml Brilho Imediato ;6;90.0;540.0;54.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Age Kit Duo ;8;109.72;877.76;219.44;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Kit Aneethun Cachos Mascara+ Modelador ;6;148.0;888.0;126.86;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Kinoa Kit Shampoo Máscascara Modelador De Cachos ;2;151.0;302.0;302.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun - Antiamarelamento + Máscara Linha A 500g ;1;210.0;210.0;30.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Mascara Hidrat. Kinoa Lizz 1kg Phase 4 Cabelos Com ;7;149.9;1049.3;262.32;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Queen Kit Completo Restauração Capilar Barato ;1;542.8;542.8;271.4;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Linha A Kit 2 Shampoo 300ml + Spray + Máscara 500g ;0;208.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Modelador De Cachos Kinoa - Aneethun 250g ;6;46.99;281.94;70.48;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Queen Majestic Kit Completo Hidratação - 4 Produtos ;13;349.9;4548.7;909.74;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Máscara Capilar Hidratação Intensiva Aneethun 500 Gr ;6;68.25;409.5;136.5;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Kit Shampoo Linha A 300ml + Aneethun Máscara Tutano 500g ;2;129.0;258.0;21.5;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Aneethun Detox System Kit 2 Produtos ;2;120.0;240.0;21.82;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Linha A Creme Silicone Com Tutano E Queratina 250ml ;109;52.0;5668.0;1417.0;https://perfil.mercadolivre.com.br/LC+COSM%C3%89TICOS;Cândido Mota, São Paulo.
 Kit Aneethun Kinoa O Tesouro Dos Incas 1 Litro ;5;459.99;2299.95;287.49;https://perfil.mercadolivre.com.br/MULTI+EGO;Osasco, São Paulo.
 Aneethun Creme De Silicone 250ml Linha A ;10;54.9;549.0;49.91;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Kit Compl Cronograma Antiquebra Frete Grátis+brinde ;6;377.9;2267.4;755.8;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Máscara Force Fortalecedor System 1l Aneethun Profissional ;2;119.9;239.8;59.95;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Creme De Silicone Linha A Aneethun1 Litro ;5;128.5;642.5;214.17;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Revive System Kit Shampoo 1l E Máscara 1l ;7;280.0;1960.0;196.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Pasta Modeladora Extra Forte Sculp Aneethum - Envio Rápido ;17;70.0;1190.0;119.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Máscara Force System 1litro Força E Crescimento ;2;119.99;239.98;30.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Kit Liss - Shampoo + Máscara + Thermal Antifrizz - Aneethun ;1;160.6;160.6;22.94;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Cachos Therapy Máscara Condicionante 450g Aneethun ;4;70.0;280.0;28.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Aneethun Age + 01 Creme De Silicone Aneethun A ;1;185.0;185.0;26.43;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Lançamento Mascara Cinza 250g - Aneethun ;6;55.5;333.0;111.0;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Máscara Force Fortalecedor System 1l Aneethun Profissional ;2;119.9;239.8;39.97;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Aneethun Linha A - Sh300ml+cr De Silicone + 2 Másc500g ;1;220.99;220.99;27.62;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Pasta Sculp Style Profissional Ultra Forte 65g Efei ;40;68.9;2756.0;689.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Style Pomada Sculp Fixação Ultra Forte 65 G ;75;78.97;5922.75;1480.69;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 1 Finalizador + 1 Mascara A + Creme De Silicone Aneethun ;28;155.0;4340.0;723.33;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Cachos Therapy Fix Curly - Fixador De Cachos 250g ;12;63.0;756.0;189.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Kit Aminoplex Revive Barato+frete Grátis ;5;385.5;1927.5;642.5;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Tratamento Bb Queen Aneethun 140ml ;7;103.5;724.5;241.5;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Style Pomada Finalizadora Fixação Forte 65 G ;22;78.97;1737.34;434.33;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Blond System Shampoo Matizador 300 Ml ;11;60.37;664.07;166.02;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Kinoa Lizz Kit Shampoo 1litro E Máscara 1kg. ;8;300.0;2400.0;240.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kit Aneethun Linha A Hidratação Imediata Barato+brinde ;3;385.5;1156.5;385.5;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Professional Pomada Style Modeladora 2 Forte - 65g ;4;59.57;238.28;79.43;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Linha A Hidratação Profunda Kit3 Produtos ;2;139.0;278.0;46.33;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Kit Aneethun Linha A - Sh300ml+ Másc500g + Sérum55ml ;1;166.99;166.99;20.87;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Spray Antiquebra Selante Estruturante 130ml ;10;63.7;637.0;159.25;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Style Pomada Fiber Fixação Extra Forte 65 G ;24;78.97;1895.28;473.82;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Kit Aneethun Anti Queda Sh. 200g Balsamo 200g E Loçao 115ml ;49;213.9;10481.1;2620.28;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Queen Kit Completo Restauração Capilar ;1;532.0;532.0;48.36;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Style Cera Finalizadora 65 G ;11;78.97;868.67;217.17;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Condicionador De Limpeza Para Cachos Co-wash Aneethun ;4;55.0;220.0;22.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Alisante Force Lizz - Creme + Neutralizante - Aneethun ;1;160.0;160.0;22.86;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Kit Age System Plastica Capilar ;1;161.95;161.95;80.97;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Aminoplex Revive 3 Produtos Para Pos Processos ;1;356.31;356.31;89.08;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Booster Aminoplex Revive - Aneethun 300ml ;1;190.01;190.01;95.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Creme Anethum Silicone, Tutano E Queratina ;10;55.0;550.0;91.67;https://perfil.mercadolivre.com.br/PUPIMANAISA;Taquaritinga, São Paulo.
 Kit Aneethun Linha A Shampoo 1l + Máscara + Creme Silicone ;2;366.0;732.0;732.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Aneethun Kinoa Kit Shampoo, Máscara, Bálsamo E Finalizador ;15;228.0;3420.0;342.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Blond System Máscara Matizante 1litro. ;19;169.0;3211.0;321.1;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Kera - Sh 300ml + Recond 250g + Finalizador 250g ;1;151.99;151.99;19.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Mascara Linha A 1kg ;59;127.9;7546.1;1886.53;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Aneethun Linha A Profissional Litro + Spray 150 Ml ;1;403.0;403.0;201.5;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Kit Aneethun Kinoa Shampoo E Mascara Litro Gel/ Finalizador ;0;400.0;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Bb Queen Hair Balm Multifuncional 140ml ;8;115.0;920.0;92.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Style Gel Forte 150 G ;1;76.55;76.55;19.14;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Kinoa Kit Shampoo 1l + Máscara Hidratante 1kg ;5;239.9;1199.5;299.88;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Antiqueda Tratamento Condicionante 200 G ;1;74.93;74.93;18.73;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Age Fluid Finalizador 60 Ml ;7;60.37;422.59;105.65;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Kit Shampoo 1l + Creme Silicone 1l - Linha A Aneethun ;3;240.75;722.25;240.75;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Kera System Cauterização Professional Promoção ;1;380.5;380.5;190.25;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Kit Creme Silicone 1l E Máscara Capilar 500g ;5;235.0;1175.0;117.5;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Máscara Matizante Blond System Aneethun 250 Ml ;5;54.25;271.25;90.42;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Anti Quebra Therapy Kit Cronograma Capilar ;31;180.0;5580.0;558.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Máscara Linha A 500g Aneethun ;13;72.9;947.7;118.46;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kit Cronograma Capilar Antiquebra 120ml Promoção ;2;149.99;299.98;99.99;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Kit Kera System Profissional Promoção ;1;364.99;364.99;91.25;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Blond System Máscara Cinza 1000ml ;2;156.9;313.8;313.8;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Kit Com Mascara Hidratante Linha A 500g E Kinoa 250g ;1;143.0;143.0;14.3;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Blond System Shampoo Silver 300 Ml ;3;43.9;131.7;131.7;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Blond System Máscara Iluminadora 250 G ;8;61.98;495.84;123.96;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 2 Cr Alisante Suave+2 Loção Neutralizante Wellastrate Wella ;3;219.0;657.0;164.25;https://perfil.mercadolivre.com.br/ACEM2014;São Paulo, São Paulo.
 Aneethun Shampoo Reestruturante Kera 300ml ;4;43.9;175.6;175.6;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Linha A Kit Shampoo 1litro E Máscara Capilar 1kg ;5;290.0;1450.0;145.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Shampoo Linha A 1 Litro ;7;106.9;748.3;93.54;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Creme De Tutano Aneethun Linha A ;6;63.0;378.0;94.5;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Aneethun Kera System Cauterização Professional Barato ;1;360.8;360.8;180.4;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Kit Kera - Shampoo + Recondicionador - Aneethun ;4;112.8;451.2;64.46;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Age System Shampoo, Máscara, Finalizador E Fluid Defense ;3;196.0;588.0;58.8;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Máscara Aneethun Aminoplex 200g ;17;60.9;1035.3;258.82;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Aneethun Liss Alinhamento Capilar Redução Frizz 3 Produtos ;4;159.9;639.6;127.92;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
